timestamp,upward_downward
0,-102.35382974235648
300,240.47166902877413
600,-256.68792439534826
900,-272.06560603894974
1200,992.0798730913334
1500,709.835555508514
1800,64.03487468135997
2100,163.3717473631135
2400,412.36890183139536
2700,656.85210356276
3000,543.4053958468521
3300,-601.7414940921209
3600,190.79124955421207
3900,175.03366292812683
4200,744.6616341434616
4500,519.3780161756056
4800,-916.3701485407335
5100,-92.87086218251285
5400,936.4741059822848
5700,-108.11022031201081
6000,-149.18719602992815
6300,368.9745853407254
6600,1765.0366659530246
6900,-359.68759691093373
7200,-126.98211057613082
7500,234.5268455193558
7800,334.94258326072577
8100,456.95223358294436
8400,207.22362934847672
8700,890.5988608350178
9000,-125.88790232640915
9300,-172.25626387469384
9600,-929.1158269783723
9900,-661.4608888872239
10200,-148.30261425141026
10500,575.5395705494446
10800,-323.87792432811096
11100,382.8542446312927
11400,-194.73771372271244
11700,517.7617599806284
12000,-813.8653621499794
12300,280.81571606738044
12600,-375.45006295162864
12900,-74.64447814329833
13200,-227.40261766330923
13500,584.8877117174129
13800,646.5146334984349
14100,96.59662671263595
14400,655.4058333375634
14700,1181.0613016763243
15000,557.7581207110125
15300,662.9871796975335
15600,550.7488549790861
15900,1076.3126228751455
16200,1254.9274472130132
16500,149.31735399149596
16800,-147.79383779162526
17100,655.8547971383878
17400,1042.1377010537803
17700,351.07678885470733
18000,1131.1997222506975
18300,713.6511032112045
18600,762.6145204265928
18900,1091.844640679654
19200,1202.5293981733457
19500,317.6043825153013
19800,803.4648384032674
20100,-317.05308770148804
20400,528.8603692636179
20700,266.15227012235096
21000,229.3833693910724
21300,1453.5600165457333
21600,1298.8043629637743
21900,1302.892992581431
22200,1479.7448055745401
22500,748.6820324685531
22800,710.5119660472092
23100,582.6579295417614
23400,701.8975611345063
23700,1198.3822036051724
24000,1134.6897995086786
24300,552.4356902279358
24600,1562.0780970376445
24900,1393.1233585273642
25200,1704.444879459233
25500,2134.4350036137103
25800,746.3216358219588
26100,1693.6212831498233
26400,1225.9427740006013
26700,1771.5046244314206
27000,1433.1282732495783
27300,2447.6377364262753
27600,1329.4849998530444
27900,2412.997178700331
28200,1450.3096009620335
28500,1857.6430933374584
28800,1543.7386873528694
29100,1135.2399867092615
29400,1826.9665959222143
29700,1635.9493644448514
30000,802.064545553023
30300,1329.0573632965247
30600,1619.581198694428
30900,1197.146928094899
31200,1446.2508293753951
31500,1695.4421341988095
31800,2287.4552021643112
32100,2256.5591708152247
32400,1497.8339368187387
32700,2610.0582127232497
33000,1581.6181331934142
33300,2101.4103214550555
33600,2364.9635345445868
33900,1142.5590288166195
34200,1443.3109097654287
34500,1780.6453852208206
34800,2119.9506054461035
35100,1940.798326568883
35400,2400.0126443166146
35700,1269.0180651423457
36000,995.330773660987
36300,1566.6736601824905
36600,2355.3946709180755
36900,2558.2880741190424
37200,2098.7303134360227
37500,2195.365354932003
37800,2347.825751127786
38100,2019.9239843706027
38400,2144.0020269199167
38700,2373.506240811968
39000,1799.5500610867307
39300,1540.9526823558956
39600,3288.6272500328546
39900,2995.785965208175
40200,2760.410299769685
40500,2839.311188692646
40800,3245.522540725118
41100,2402.4491295473335
41400,2502.748159053802
41700,2933.650186574664
42000,2303.22343681846
42300,3406.5993838590466
42600,3031.5289737642993
42900,2482.190099836714
43200,2933.8929184747153
43500,2676.1662614312972
43800,2767.6392596460923
44100,2927.1026677440027
44400,3307.8518185371377
44700,3317.5957482111535
45000,2653.5291615899932
45300,3423.5675435920148
45600,2944.9243291300086
45900,2290.830672002073
46200,3376.0121151192693
46500,2413.570443208057
46800,3044.7455837175594
47100,3784.6219462986146
47400,3904.9462290677466
47700,3204.5495649552677
48000,3153.83952376132
48300,3337.2646276534724
48600,2507.0526216303633
48900,4497.734103857499
49200,3108.9553302154955
49500,4251.7062246556015
49800,3510.6523649546925
50100,4214.057027297733
50400,4595.312078484751
50700,4042.8165212998306
51000,4816.733195662868
51300,3399.6296467817397
51600,4138.06345896238
51900,3375.185395815507
52200,3237.919200063584
52500,3644.9449906957902
52800,3456.1770456898685
53100,3532.043345398545
53400,4204.814220313295
53700,3744.2348980560037
54000,3775.431049563653
54300,3908.9792086887687
54600,3668.2830396928193
54900,5045.496929615418
55200,4809.348455095315
55500,4876.075772052712
55800,3790.6132476582834
56100,3997.305292382614
56400,4153.785602926708
56700,4244.012285831385
57000,4058.7939035996133
57300,4099.020002408986
57600,4920.1072315693145
57900,4671.730861556518
58200,4936.562947693727
58500,5069.255343804764
58800,4141.227442600422
59100,3983.0016998791493
59400,5376.160617609906
59700,4892.257050956294
60000,5368.238287704401
60300,4558.80960998304
60600,5036.281093237573
60900,4631.630798602404
61200,4374.844647530597
61500,4585.60424581252
61800,3714.976208826499
62100,4999.868727428859
62400,4739.695534872774
62700,5088.7593309324075
63000,5923.235025350328
63300,5538.975391007172
63600,5027.077000709422
63900,5933.816382440473
64200,5285.937623023307
64500,6108.904077241239
64800,5010.6534499037525
65100,5776.029054347513
65400,6146.59403737724
65700,5427.593951865996
66000,5373.137558059098
66300,5870.918601447742
66600,5196.7976051075075
66900,4806.322198822896
67200,6072.373840939913
67500,6312.291447758527
67800,6395.873050413523
68100,5929.044595734847
68400,5750.046636403518
68700,6075.713807039914
69000,5561.072296438563
69300,5179.584485868947
69600,5566.165044583064
69900,6852.664420083512
70200,5888.437921720198
70500,5008.681277296158
70800,5730.05865929899
71100,6422.412507049216
71400,6346.815702451012
71700,6421.6818075148585
72000,5748.118741050202
72300,6459.673542183931
72600,6988.098023337255
72900,6239.781624747614
73200,7124.3429270590705
73500,6106.15197206014
73800,6905.68600743787
74100,6616.539636894791
74400,7099.238609570898
74700,6656.283454650253
75000,7563.039508755743
75300,6371.627548197344
75600,6857.865947413491
75900,6562.7106575097005
76200,7253.040985663256
76500,6481.324752625795
76800,7002.116758464067
77100,6885.351184200601
77400,6590.692993469033
77700,7498.023543566589
78000,6775.552513009549
78300,7757.824955932522
78600,7322.490154375179
78900,8451.300717597906
79200,7047.904645510609
79500,7047.943081412145
79800,7448.859891957033
80100,7869.7977239273
80400,7473.725415401587
80700,7944.697528127949
81000,7965.522252371988
81300,7736.008093665721
81600,6579.000801060362
81900,7984.645546398045
82200,7988.880770363126
82500,7848.493929004679
82800,7396.538292644849
83100,7647.765960204924
83400,8043.389588729235
83700,7937.240814329973
84000,8173.298226951646
84300,8102.717087759713
84600,8347.623406494624
84900,7923.682388484061
85200,8865.383484993932
85500,7891.840556254716
85800,7208.868268015114
86100,9133.331133951575
86400,8176.9244922852195
86700,8850.169758134585
87000,8487.848441442658
87300,8928.19270648361
87600,8187.542806376401
87900,9136.45452902485
88200,8929.328175099503
88500,8835.016520652034
88800,9671.221242245707
89100,9720.186266466628
89400,8900.486404978057
89700,9575.682810410317
90000,10065.27798794977
90300,8535.609309897742
90600,9100.780726913716
90900,9166.258047619698
91200,9578.564159900885
91500,9532.492337285435
91800,10149.203574002117
92100,8404.916917885219
92400,9129.475795055185
92700,9397.333922326343
93000,10210.356049124275
93300,10198.782572111171
93600,9729.874498084186
93900,10040.088513148177
94200,10031.747313950604
94500,9720.557554652298
94800,10167.856156545467
95100,9844.978435839688
95400,11154.192527282474
95700,10845.435980509967
96000,10138.826427157217
96300,10592.763220433922
96600,11340.075873473415
96900,10276.360241650575
97200,9930.892823165186
97500,10611.272619321262
97800,11150.51196491805
98100,9845.880504901756
98400,10530.189696035268
98700,10295.811246158964
99000,10757.685432622466
99300,10009.973519699779
99600,10222.434741183944
99900,12169.023933335995
100200,10569.607596111977
100500,10590.765806735242
100800,11337.157245419881
101100,10492.713025055426
101400,11431.486993564242
101700,11687.547992971395
102000,11563.787452559101
102300,10877.775492859164
102600,10881.466122120399
102900,12144.751317819502
103200,11489.336479835933
103500,12087.376000136206
103800,11866.914872106232
104100,11332.210395239723
104400,11627.838975496785
104700,11141.060754475053
105000,11677.496984777967
105300,11237.525123614072
105600,12422.77904724361
105900,12241.601222127325
106200,12608.41841028163
106500,12515.228445146919
106800,11869.818072442733
107100,11701.609153021102
107400,11848.45246343095
107700,12863.610948950383
108000,12533.706848189413
108300,12417.65158301215
108600,12921.649239441986
108900,11902.040946300127
109200,12392.867102067237
109500,13232.863317705991
109800,11829.41920391721
110100,12176.808893348343
110400,13366.2756113196
110700,12722.569780273969
111000,11631.95236163151
111300,12395.16685754327
111600,13767.638475029315
111900,13260.727803162104
112200,13155.26600265593
112500,12864.516845483906
112800,12953.945381222315
113100,13301.074434257962
113400,12650.028152641833
113700,14447.093133056671
114000,13699.229164827024
114300,13378.245172370338
114600,13071.644463153738
114900,13098.919969975988
115200,14749.782151198378
115500,13737.48900702487
115800,14666.802538959946
116100,13023.809993054507
116400,13484.552571266227
116700,14205.449764178587
117000,14039.3478215942
117300,16007.505033002371
117600,13973.690285255789
117900,14585.921910343912
118200,14034.138161182103
118500,14339.86838711351
118800,13983.374490470496
119100,15057.957828023338
119400,14372.652977245141
119700,14727.768203126187
120000,15035.299234594568
120300,14889.497334072294
120600,14859.337487771374
120900,14734.622977828862
121200,15506.120595776774
121500,15139.947188869673
121800,15143.87546503976
122100,15071.850076603967
