timestamp,upward_downward,anomaly
0,-102.35382974235648,0.0
300,240.4716690287741,0.0
600,-256.68792439534826,0.0
900,-272.06560603894974,0.0
1200,992.0798730913334,0.0
1500,709.835555508514,0.0
1800,64.03487468135995,0.0
2100,-100.71428942315089,1.0
2400,-102.5988699018202,0.0
2700,-96.45331637005913,0.0
3000,-436.32078987559044,0.0
3300,-1796.5674073147056,0.0
3600,-1208.3794047935078,0.0
3900,-1418.2644954884713,0.0
4200,-39.37476391651887,1.0
4500,504.1402904544118,0.0
4800,-201.24913554007992,0.0
5100,1316.0909526038956,0.0
5400,3004.5846824651603,0.0
5700,2586.191679782509,0.0
6000,3139.996461495653,0.0
6300,4223.295912425815,0.0
6600,6156.238779119648,0.0
6900,4541.551263033146,0.0
7200,5258.791658806533,0.0
7500,6080.608778868674,0.0
7800,6618.3172723783655,0.0
8100,7155.755040680489,0.0
8400,7300.683148526932,0.0
8700,8358.982256490339,0.0
9000,7698.673175981933,0.0
9300,7990.673612954019,0.0
9600,7555.264408444692,0.0
9900,8128.297187200475,0.0
10200,8931.564410467692,0.0
10500,9931.010096468379,0.0
10800,9293.415927730663,0.0
11100,10248.880256522916,0.0
11400,9907.583850010116,0.0
11700,10844.564097962604,0.0
12000,9726.193711368684,0.0
12300,11023.468688345898,0.0
12600,10559.66711314875,0.0
12900,11043.313691587848,0.0
13200,11064.254496017067,0.0
13500,12041.558822149556,0.0
13800,12259.949040844758,0.0
14100,11858.95616612743,0.0
14400,12559.244248217405,0.0
14700,13219.30464824796,0.0
15000,12723.686152389855,0.0
15300,12950.21566222822,0.0
15600,12953.212765819026,0.0
15900,13588.250190608875,0.0
16200,13870.864988995843,0.0
16500,12864.05487112097,0.0
16800,12660.803655917163,0.0
17100,13553.619268597526,0.0
17400,14024.61080137575,0.0
17700,13414.023086596366,0.0
18000,14270.59555754106,0.0
18300,13925.673999172837,0.0
18600,14043.63312402593,0.0
18900,14438.409166534811,0.0
19200,14611.362550171532,0.0
19500,13785.592729349366,0.0
19800,14327.650620331417,0.0
20100,13260.52025756604,0.0
20400,14157.151899703558,0.0
20700,13942.626076476081,0.0
21000,13951.630337862904,0.0
21300,15219.291489029762,0.0
21600,15105.84611425939,0.0
21900,15149.179508748051,0.0
22200,15363.313848368616,0.0
22500,14667.669475558712,0.0
22800,14663.146889418647,0.0
23100,14567.257959180415,0.0
23400,14716.864441727015,0.0
23700,15242.197592603843,0.0
24000,15205.911271493203,0.0
24300,14649.692941049023,0.0
24600,15684.069337753464,0.0
24900,15538.611889643182,0.0
25200,15872.255836455048,0.0
25500,16323.452265195521,0.0
25800,14955.484886760467,0.0
26100,15921.923223977194,0.0
26400,15472.42647022239,0.0
26700,16035.260988277907,0.0
27000,15713.293671339528,0.0
27300,16743.391717047514,0.0
27600,15640.048133879009,0.0
27900,16737.629008460783,0.0
28200,15788.30669167025,0.0
28500,16208.337181946052,0.0
28800,15906.49492396682,0.0
29100,15509.455263928303,0.0
29400,16212.06796171609,0.0
29700,16031.392514384821,0.0
30000,15207.33239043178,0.0
30300,15743.65866836713,0.0
30600,16043.04929094729,0.0
30900,15629.038468170906,0.0
31200,15886.144644883389,0.0
31500,16142.93811136719,0.0
31800,16742.17323291006,0.0
32100,16718.138152459473,0.0
32400,15965.930821816562,0.0
32700,17084.347105906967,0.0
33000,16061.789434153732,0.0
33300,16587.169909803146,0.0
33600,16856.031995911057,0.0
33900,15638.670919550554,0.0
34200,15944.214058398455,0.0
34500,16286.100228857982,0.0
34800,16629.729559337193,0.0
35100,16454.685185201204,0.0
35400,16917.802012453107,0.0
35700,15790.514817307801,0.0
36000,15520.349540653957,0.0
36300,16095.038341261597,0.0
36600,16886.937970379015,0.0
36900,17092.851061042722,0.0
37200,16636.162003449306,0.0
37500,16735.52231288041,0.0
37800,16890.57171361456,0.0
38100,16565.129501168827,0.0
38400,16691.544120314018,0.0
38700,16923.26808197215,0.0
39000,16351.42066262469,0.0
39300,16094.826606252744,0.0
39600,20909.46031386087,1.0
39900,23530.230211970797,0.0
40200,26062.785170320185,0.0
40500,28771.22015184163,0.0
40800,31675.48889184266,0.0
41100,33205.569999235006,0.0
41400,35560.36582138309,0.0
41700,38133.039801913495,0.0
42000,39537.296407516355,0.0
42300,42573.62154214805,0.0
42600,44034.85286026486,0.0
42900,45230.00062813825,0.0
43200,47338.96575648719,0.0
43500,48655.63829366916,0.0
43800,50242.79052639807,0.0
44100,51823.14920728439,0.0
44400,53553.74886722651,0.0
44700,54845.85078059206,0.0
45000,55400.02427847787,0.0
45300,57327.390740761504,0.0
45600,57948.209202567035,0.0
45900,58338.60413789326,0.0
46200,60416.0497438419,0.0
46500,60396.25902662056,0.0
46800,61922.952574085444,0.0
47100,63513.57142327411,0.0
47400,64442.10106832047,0.0
47700,64509.49949837136,0.0
48000,65188.19479663262,0.0
48300,66064.55497300721,0.0
48600,65892.63128584242,0.0
48900,68508.68667098497,0.0
49200,67714.01310511261,0.0
49500,69421.16394693387,0.0
49800,69216.29003724505,0.0
50100,70429.06565209957,0.0
50400,71294.2231081725,0.0
50700,71201.4348356292,0.0
51000,72412.07343040177,0.0
51300,71409.8557059097,0.0
51600,72542.43105125993,0.0
51900,72153.98744462419,0.0
52200,72372.43398255784,0.0
52500,73117.38687019133,0.0
52800,73249.64966733663,0.0
53100,73630.49517208898,0.0
53400,74592.99629179522,0.0
53700,74407.66070208984,0.0
54000,74700.3383995218,0.0
54300,75082.29402727501,0.0
54600,75077.58495347576,0.0
54900,76678.98658383521,0.0
55200,76655.81646273013,0.0
55500,76924.87321543178,0.0
55800,76031.6236549944,0.0
56100,76420.91801547793,0.0
56400,76750.87052599326,0.0
