timestamp,upward_downward,anomaly
0,-102.35382974235648,0.0
300,240.47166902877413,0.0
600,-256.68792439534826,0.0
900,-272.06560603894974,0.0
1200,992.0798730913334,0.0
1500,709.835555508514,0.0
1800,64.03487468135997,0.0
2100,163.3717473631135,0.0
2400,412.36890183139536,0.0
2700,656.85210356276,0.0
3000,543.4053958468521,0.0
3300,-601.7414940921209,0.0
3600,190.79124955421207,0.0
3900,175.03366292812683,0.0
4200,744.6616341434616,0.0
4500,519.3780161756056,0.0
4800,-916.3701485407335,0.0
5100,-92.87086218251285,0.0
5400,936.4741059822848,0.0
5700,-108.11022031201081,0.0
6000,-149.18719602992815,0.0
6300,368.9745853407254,0.0
6600,1765.0366659530246,0.0
6900,-359.68759691093373,0.0
7200,-126.98211057613082,0.0
7500,234.5268455193558,0.0
7800,334.94258326072577,0.0
8100,456.95223358294436,0.0
8400,207.22362934847672,0.0
8700,890.5988608350178,0.0
9000,-125.88790232640915,0.0
9300,-172.25626387469384,0.0
9600,-929.1158269783723,0.0
9900,-661.4608888872239,0.0
10200,-148.30261425141026,0.0
10500,575.5395705494446,0.0
10800,-323.87792432811096,0.0
11100,382.8542446312927,0.0
11400,-194.73771372271244,0.0
11700,517.7617599806284,0.0
12000,-813.8653621499794,0.0
12300,280.81571606738044,0.0
12600,-375.45006295162864,0.0
12900,-74.64447814329833,0.0
13200,-227.40261766330923,0.0
13500,584.8877117174129,0.0
13800,646.5146334984349,0.0
14100,96.59662671263595,0.0
14400,655.4058333375634,0.0
14700,1181.0613016763243,0.0
15000,557.7581207110125,0.0
15300,662.9871796975335,0.0
15600,550.7488549790861,0.0
15900,1076.3126228751455,0.0
16200,1254.9274472130132,0.0
16500,149.31735399149596,0.0
16800,-147.79383779162526,0.0
17100,655.8547971383878,0.0
17400,1042.1377010537803,0.0
17700,351.07678885470733,0.0
18000,1131.1997222506975,0.0
18300,713.6511032112045,0.0
18600,762.6145204265928,0.0
18900,1091.844640679654,0.0
19200,1202.5293981733457,0.0
19500,317.6043825153013,0.0
19800,803.4648384032674,0.0
20100,-317.05308770148804,0.0
20400,528.8603692636179,0.0
20700,266.15227012235096,0.0
21000,229.3833693910724,0.0
21300,1453.5600165457333,0.0
21600,1298.8043629637743,0.0
21900,1302.892992581431,0.0
22200,1479.7448055745401,0.0
22500,748.6820324685531,0.0
22800,710.5119660472092,0.0
23100,582.6579295417614,0.0
23400,701.8975611345063,0.0
23700,1198.3822036051724,0.0
24000,1134.6897995086786,0.0
24300,552.4356902279358,0.0
24600,1562.0780970376445,0.0
24900,1393.1233585273642,0.0
25200,1704.444879459233,0.0
25500,2134.4350036137103,0.0
25800,746.3216358219588,0.0
26100,1693.6212831498233,0.0
26400,1225.9427740006013,0.0
26700,1771.5046244314206,0.0
27000,1433.1282732495783,0.0
