timestamp,upward_downward,anomaly
0,-102.35382974235648,0.0
300,240.47166902877413,0.0
600,674.5898945094316,1.0
900,659.21221286583,1.0
1200,1923.3576919961133,1.0
1500,1641.1133744132937,1.0
1800,995.3126935861397,1.0
2100,1094.6495662678933,1.0
2400,1343.6467207361752,1.0
2700,1588.12992246754,1.0
3000,1474.683214751632,1.0
3300,329.5363248126589,1.0
3600,1122.0690684589918,1.0
3900,1106.3114818329066,1.0
4200,1675.9394530482414,1.0
4500,1450.6558350803853,1.0
4800,14.90767036404634,1.0
5100,838.406956722267,1.0
5400,1867.7519248870644,1.0
5700,823.167598592769,1.0
6000,782.0906228748516,1.0
6300,1300.2524042455052,1.0
6600,2696.3144848578045,1.0
6900,571.5902219938461,1.0
7200,804.295708328649,1.0
7500,1165.8046644241356,1.0
7800,1266.2204021655057,1.0
8100,1388.2300524877242,1.0
8400,1138.5014482532565,1.0
8700,1821.8766797397975,1.0
9000,805.3899165783706,1.0
9300,759.0215550300859,1.0
9600,2.161991926407495,1.0
9900,269.81693001755593,1.0
10200,782.9752046533695,1.0
10500,1506.8173894542244,1.0
10800,607.3998945766689,1.0
11100,1314.1320635360726,1.0
11400,736.5401051820674,1.0
11700,1449.0395788854082,1.0
12000,117.41245675480036,1.0
12300,1212.0935349721603,1.0
12600,555.8277559531512,1.0
12900,856.6333407614815,1.0
13200,703.8752012414706,1.0
13500,1516.1655306221928,1.0
13800,1577.7924524032146,1.0
14100,1027.8744456174159,1.0
14400,1586.6836522423432,1.0
14700,2112.339120581104,1.0
15000,1489.0359396157924,1.0
15300,1594.2649986023134,1.0
15600,1482.026673883866,1.0
15900,2007.5904417799252,1.0
16200,2186.205266117793,1.0
16500,1080.5951728962757,1.0
16800,783.4839811131545,1.0
17100,1587.1326160431677,1.0
17400,1973.4155199585603,1.0
17700,1282.3546077594872,1.0
18000,2062.4775411554774,1.0
18300,1644.9289221159843,1.0
18600,1693.8923393313726,1.0
18900,2023.1224595844337,1.0
19200,2133.8072170781256,1.0
19500,1248.8822014200812,1.0
19800,1734.7426573080472,1.0
20100,614.2247312032918,1.0
20400,1460.1381881683978,1.0
20700,1197.4300890271306,1.0
21000,1160.6611882958523,1.0
21300,2384.837835450513,1.0
21600,2230.082181868554,1.0
21900,2234.170811486211,1.0
22200,2411.02262447932,1.0
22500,1679.9598513733329,1.0
22800,1641.789784951989,1.0
23100,1513.9357484465413,1.0
23400,1633.1753800392862,1.0
23700,2129.6600225099523,1.0
24000,2065.9676184134582,1.0
24300,1483.7135091327154,1.0
24600,2493.3559159424244,1.0
24900,2324.401177432144,1.0
25200,2635.722698364013,1.0
25500,3065.71282251849,1.0
25800,1677.5994547267387,1.0
26100,2624.899102054603,1.0
26400,2157.220592905381,1.0
26700,2702.7824433362002,1.0
27000,2364.4060921543582,1.0
