timestamp,horizontal
0,1.92803078830554
300,-1.1566201166994228
600,-0.3906500413471021
900,0.40080408945820506
1200,-0.8744902272496142
1500,-1.0608890183163602
1800,-0.09770688613685853
2100,-0.6913475497669385
2400,-2.2376186722182037
2700,-0.16557577261137776
3000,0.0089822658794585
3300,-2.605051743741141
3600,1.085328117216573
3900,-0.26960717818891844
4200,0.6740188449670613
4500,0.6298499213885613
4800,-0.5859822002821491
5100,-0.10509937704845151
5400,0.3690149277439057
5700,-0.1616702002162832
6000,1.2432440155305524
6300,-1.3430302422002438
6600,0.43523472167568916
6900,1.367626382742649
7200,1.73359361215946
7500,-0.6718066773393285
7800,-1.1902807812865122
8100,0.07143908527914625
8400,0.23369634091587022
8700,0.307429957172552
9000,-1.2281460945870564
9300,1.728525636173846
9600,-0.7213396625794467
9900,0.9980893840054734
10200,0.39513256331861996
10500,1.0201520262304338
10800,-0.7842544062213956
11100,-1.8752042328543832
11400,0.33655330499939257
11700,0.8090866859815873
12000,0.5927263263935146
12300,-0.49690981470786144
12600,-1.0054394605647532
12900,0.5099738931000772
13200,-0.27034039046527825
13500,-0.2164990032497554
13800,1.0304436498411909
14100,0.6754357272641128
14400,-0.043957432165218954
14700,-0.6036412220585872
15000,-0.3692767164123342
15300,-0.9784209103312883
15600,1.178128727262412
15900,-2.868456598061077
16200,0.1079962076679069
16500,0.6045685596930973
16800,-0.621220999988545
17100,2.0541808846409566
17400,-1.2113277449884718
17700,-1.0375264932659416
18000,0.7092966541635012
18300,-0.48033180125728747
18600,-0.8566474953797073
18900,1.1658646356088955
19200,0.28084453435577933
19500,-0.8511368217141929
19800,-0.22007784533303928
20100,-1.109104012364379
20400,0.6631681356422163
20700,-0.6600018214715949
21000,-0.3380796273713007
21300,0.6349770282305899
21600,-0.7160647368009991
21900,0.022868502119774516
22200,-0.13324883821936534
22500,-0.11682441746205295
22800,0.03503311594268589
23100,-1.7926740137413038
23400,-1.829402412134172
23700,-0.14848782134832292
24000,0.049953216195894004
24300,-1.328991121794487
24600,-0.4506716736941599
24900,-1.0224117261395531
25200,-1.1655819036592183
25500,-0.931774631795576
25800,0.04935256164796289
26100,0.5303284161665792
26400,1.0182801825325767
26700,0.1939297890761049
27000,0.8767071711336458
27300,0.28345813318922897
27600,-1.407133872419843
27900,-0.4735900259810772
28200,-0.8529542182208961
28500,1.422627423648389
28800,-1.0032975595228406
29100,1.8738204149768658
29400,-1.3122355877072391
29700,-0.44842317201057125
30000,-0.9691736779453375
30300,1.821504309247444
30600,0.1796967556498789
30900,1.0550557926860882
31200,-0.8999062477458082
31500,0.07593423538163582
31800,-0.38827095300353626
32100,0.7752788529026111
32400,-1.376046598288427
32700,-0.16986600952354447
33000,0.5273141489318949
33300,0.08360603353391366
33600,-0.9365185771426242
33900,0.1063120590949712
34200,-0.24616905082062956
34500,-1.519740353155878
34800,-0.04641921620337623
35100,0.956684244256474
35400,-0.5007858962043497
35700,-0.09342087691605798
36000,1.1491231875413022
36300,-0.19059901468709764
