timestamp,seasonal,anomaly
0,-0.5778831092292941,0.0
300,1.059778696143696,0.0
600,1.1376090797977956,0.0
900,0.7433604493352526,0.0
1200,1.9983999979359803,0.0
1500,-0.496069542748492,0.0
1800,2.4413011349353653,0.0
2100,1.0497003237078664,0.0
2400,1.1326172556269802,0.0
2700,2.346191238366316,0.0
3000,2.392220977653725,0.0
3300,2.0947616830299385,0.0
3600,0.3159201705580186,0.0
3900,2.65980568398933,0.0
4200,2.5827011002276574,0.0
4500,1.5416037654080939,0.0
4800,0.7706163245517819,0.0
5100,1.8730744987053791,0.0
5400,3.304446644243815,0.0
5700,1.3827237180677643,0.0
6000,1.7749608350743564,0.0
6300,0.9070728447919851,0.0
6600,2.000061515322396,0.0
6900,2.1958617577691406,0.0
7200,1.8772168566855836,0.0
7500,1.035113239256809,0.0
7800,1.8503624839537491,0.0
8100,2.987201746188542,0.0
8400,0.8930776952724615,0.0
8700,1.914417053943967,0.0
9000,1.896477405465971,0.0
9300,0.8810733700024472,0.0
9600,-0.4421391305709891,0.0
9900,0.8771934868370452,0.0
10200,2.607577524825038,0.0
10500,-0.10721088765313791,0.0
10800,-2.632572168187304,0.0
11100,0.12382266589144209,0.0
11400,-0.09849555318511943,0.0
11700,-0.9490640833090892,0.0
12000,-2.881490967363326,0.0
12300,-1.5841927100654214,0.0
12600,-2.021625200207747,0.0
12900,-0.7427190605368625,0.0
13200,-1.8703807419290925,0.0
13500,0.9767364600889885,0.0
13800,0.18914207977032427,0.0
14100,-0.9399922313622049,0.0
14400,1.9161906221130611,0.0
14700,-1.2151619989178908,0.0
15000,-1.9957513061365346,0.0
15300,0.2562806667083857,0.0
15600,0.7389102923961829,0.0
15900,-2.121478641112789,0.0
16200,0.3536063913922164,0.0
16500,-1.9316149745953712,0.0
16800,-0.5343619600926927,0.0
17100,-1.0884352677418376,0.0
17400,-0.15432348287806472,0.0
17700,-0.16059770753593494,0.0
18000,0.8060986694832839,0.0
18300,0.1473799226655157,0.0
18600,2.088473850305984,0.0
18900,1.3786943459981786,0.0
19200,2.351321357436799,0.0
19500,0.45765211585534726,0.0
19800,2.031910246881717,0.0
20100,0.8377648780980236,0.0
20400,3.597993204568084,0.0
20700,3.2021920504511616,0.0
21000,2.082663854154015,0.0
21300,2.3419282661598113,0.0
21600,0.9152774118223657,0.0
21900,3.143014772242443,0.0
22200,2.8056285016383753,0.0
22500,3.5574120019279403,0.0
22800,4.176223389157597,0.0
23100,3.851421950711868,0.0
23400,2.2460808089588458,0.0
23700,2.9173865564399235,0.0
24000,2.3920508838389387,0.0
24300,3.174942947393678,0.0
24600,4.726038171888364,0.0
24900,3.0231870634209166,0.0
25200,3.363969895550973,0.0
25500,0.43810686650512265,0.0
25800,2.370767404358141,0.0
26100,2.1054534388956103,0.0
26400,2.23179852278734,0.0
26700,-0.5247982432158145,1.0
27000,-1.4871369627287603,1.0
27300,-0.8791738755392264,1.0
27600,-2.413822697160115,1.0
27900,-1.7820795879343605,1.0
28200,-2.3412609217326557,1.0
28500,-2.08879486199112,1.0
28800,-2.2017239946485345,1.0
